nMsg,Date,Time
3636,30-09-2013,20:28:07
3637,30-09-2013,20:28:07
3638,30-09-2013,20:28:08
3639,30-09-2013,20:28:08
3640,30-09-2013,20:28:08
3641,30-09-2013,20:28:08
3642,30-09-2013,20:28:08
3643,30-09-2013,20:28:09
3644,30-09-2013,20:28:10
3645,30-09-2013,20:28:11
3646,30-09-2013,20:28:14
3647,30-09-2013,20:28:19
3648,30-09-2013,20:28:19
3649,30-09-2013,20:28:20
3650,30-09-2013,20:28:20
3651,30-09-2013,20:28:21
3652,30-09-2013,20:28:21
3653,30-09-2013,20:28:21
3654,30-09-2013,20:28:22
3655,30-09-2013,20:28:22
3656,30-09-2013,20:28:22
3657,30-09-2013,20:28:23
3658,30-09-2013,20:28:23
3659,30-09-2013,20:28:23
3660,30-09-2013,20:28:23
3661,30-09-2013,20:28:24
3662,30-09-2013,20:28:24
3663,30-09-2013,20:28:24
3664,30-09-2013,20:28:24
3665,30-09-2013,20:28:24
3666,30-09-2013,20:28:25
3667,30-09-2013,20:28:25
3668,30-09-2013,20:28:25
3669,30-09-2013,20:28:27
3670,30-09-2013,20:28:33
3671,30-09-2013,20:28:34
3672,30-09-2013,20:28:35
3673,30-09-2013,20:28:35
3674,30-09-2013,20:28:36
3675,30-09-2013,20:28:36
3676,30-09-2013,20:28:36
3677,30-09-2013,20:28:36
3678,30-09-2013,20:28:36
3679,30-09-2013,20:28:37
3680,30-09-2013,20:28:37
3681,30-09-2013,20:28:37
3682,30-09-2013,20:28:37
3683,30-09-2013,20:28:37
3684,30-09-2013,20:28:37
3685,30-09-2013,20:28:38
3686,30-09-2013,20:28:38
3687,30-09-2013,20:28:38
3688,30-09-2013,20:28:39
3689,30-09-2013,20:28:39
3690,30-09-2013,20:28:39
3691,30-09-2013,20:28:39
3692,30-09-2013,20:28:40
3693,30-09-2013,20:28:41
3694,30-09-2013,20:28:41
3695,30-09-2013,20:28:41
3696,30-09-2013,20:28:41
3697,30-09-2013,20:28:45
3698,30-09-2013,20:28:50
3699,30-09-2013,20:28:51
3700,30-09-2013,20:28:52
3701,30-09-2013,20:28:52
3702,30-09-2013,20:28:52
3703,30-09-2013,20:28:53
3704,30-09-2013,20:28:53
3705,30-09-2013,20:28:53
3706,30-09-2013,20:28:53
3707,30-09-2013,20:28:53
3708,30-09-2013,20:28:54
3709,30-09-2013,20:28:54
3710,30-09-2013,20:28:54
3711,30-09-2013,20:28:55
3712,30-09-2013,20:28:55
3713,30-09-2013,20:28:55
3714,30-09-2013,20:28:55
3715,30-09-2013,20:28:56
3716,30-09-2013,20:28:56
3717,30-09-2013,20:28:56
3718,30-09-2013,20:28:56
3719,30-09-2013,20:28:57
3720,30-09-2013,20:28:57
3721,30-09-2013,20:28:57
3722,30-09-2013,20:28:58
3723,30-09-2013,20:29:01
3724,30-09-2013,20:29:07
3725,30-09-2013,20:29:07
3726,30-09-2013,20:29:08
3727,30-09-2013,20:29:08
3728,30-09-2013,20:29:08
3729,30-09-2013,20:29:09
3730,30-09-2013,20:29:09
3731,30-09-2013,20:29:09
3732,30-09-2013,20:29:09
3733,30-09-2013,20:29:10
3734,30-09-2013,20:29:10
3735,30-09-2013,20:29:10
3736,30-09-2013,20:29:10
3737,30-09-2013,20:29:10
3738,30-09-2013,20:29:11
3739,30-09-2013,20:29:11
3740,30-09-2013,20:29:11
3741,30-09-2013,20:29:11
3742,30-09-2013,20:29:12
3743,30-09-2013,20:29:12
3744,30-09-2013,20:29:12
3745,30-09-2013,20:29:12
3746,30-09-2013,20:29:12
3747,30-09-2013,20:29:12
3748,30-09-2013,20:29:13
3749,30-09-2013,20:29:13
3750,30-09-2013,20:29:13
3751,30-09-2013,20:29:13
3752,30-09-2013,20:29:17
3753,30-09-2013,20:29:22
3754,30-09-2013,20:29:23
3755,30-09-2013,20:29:23
3756,30-09-2013,20:29:24
3757,30-09-2013,20:29:24
3758,30-09-2013,20:29:25
3759,30-09-2013,20:29:25
3760,30-09-2013,20:29:25
3761,30-09-2013,20:29:25
3762,30-09-2013,20:29:25
3763,30-09-2013,20:29:26
3764,30-09-2013,20:29:26
3765,30-09-2013,20:29:26
3766,30-09-2013,20:29:27
3767,30-09-2013,20:29:27
3768,30-09-2013,20:29:27
3769,30-09-2013,20:29:27
3770,30-09-2013,20:29:28
3771,30-09-2013,20:29:28
3772,30-09-2013,20:29:28
3773,30-09-2013,20:29:28
3774,30-09-2013,20:29:29
3775,30-09-2013,20:29:33
3776,30-09-2013,20:29:38
3777,30-09-2013,20:29:38
3778,30-09-2013,20:29:39
3779,30-09-2013,20:29:39
3780,30-09-2013,20:29:39
3781,30-09-2013,20:29:40
3782,30-09-2013,20:29:40
3783,30-09-2013,20:29:40
3784,30-09-2013,20:29:41
3785,30-09-2013,20:29:41
3786,30-09-2013,20:29:41
3787,30-09-2013,20:29:41
3788,30-09-2013,20:29:42
3789,30-09-2013,20:29:42
3790,30-09-2013,20:29:42
3791,30-09-2013,20:29:42
3792,30-09-2013,20:29:42
3793,30-09-2013,20:29:43
3794,30-09-2013,20:29:43
3795,30-09-2013,20:29:43
3796,30-09-2013,20:29:43
3797,30-09-2013,20:29:43
3798,30-09-2013,20:29:44
3799,30-09-2013,20:29:44
3800,30-09-2013,20:29:44
3801,30-09-2013,20:29:44
3802,30-09-2013,20:29:45
3803,30-09-2013,20:29:50
3804,30-09-2013,20:29:54
3805,30-09-2013,20:29:54
3806,30-09-2013,20:29:54
3807,30-09-2013,20:29:55
3808,30-09-2013,20:29:55
3809,30-09-2013,20:29:55
3810,30-09-2013,20:29:55
3811,30-09-2013,20:29:56
3812,30-09-2013,20:29:56
3813,30-09-2013,20:29:56
3814,30-09-2013,20:29:57
3815,30-09-2013,20:29:57
3816,30-09-2013,20:29:57
3817,30-09-2013,20:29:58
3818,30-09-2013,20:29:58
3819,30-09-2013,20:29:58
3820,30-09-2013,20:29:58
3821,30-09-2013,20:29:59
3822,30-09-2013,20:29:59
3823,30-09-2013,20:29:59
3824,30-09-2013,20:29:59
3825,30-09-2013,20:30:03
3826,30-09-2013,20:30:08
3827,30-09-2013,20:30:09
3828,30-09-2013,20:30:09
3829,30-09-2013,20:30:10
3830,30-09-2013,20:30:10
3831,30-09-2013,20:30:10
3832,30-09-2013,20:30:11
3833,30-09-2013,20:30:11
3834,30-09-2013,20:30:11
3835,30-09-2013,20:30:11
3836,30-09-2013,20:30:11
3837,30-09-2013,20:30:12
3838,30-09-2013,20:30:12
3839,30-09-2013,20:30:12
3840,30-09-2013,20:30:12
3841,30-09-2013,20:30:13
3842,30-09-2013,20:30:13
3843,30-09-2013,20:30:13
3844,30-09-2013,20:30:13
3845,30-09-2013,20:30:13
3846,30-09-2013,20:30:14
3847,30-09-2013,20:30:14
3848,30-09-2013,20:30:17
3849,30-09-2013,20:30:23
3850,30-09-2013,20:30:24
3851,30-09-2013,20:30:24
3852,30-09-2013,20:30:25
3853,30-09-2013,20:30:25
3854,30-09-2013,20:30:26
3855,30-09-2013,20:30:26
3856,30-09-2013,20:30:26
3857,30-09-2013,20:30:26
3858,30-09-2013,20:30:27
3859,30-09-2013,20:30:27
3860,30-09-2013,20:30:27
3861,30-09-2013,20:30:28
3862,30-09-2013,20:30:28
3863,30-09-2013,20:30:28
3864,30-09-2013,20:30:28
3865,30-09-2013,20:30:28
3866,30-09-2013,20:30:28
3867,30-09-2013,20:30:29
3868,30-09-2013,20:30:29
3869,30-09-2013,20:30:29
3870,30-09-2013,20:30:30
3871,30-09-2013,20:30:33
3872,30-09-2013,20:30:38
3873,30-09-2013,20:30:39
3874,30-09-2013,20:30:39
3875,30-09-2013,20:30:40
3876,30-09-2013,20:30:40
3877,30-09-2013,20:30:40
3878,30-09-2013,20:30:40
3879,30-09-2013,20:30:41
3880,30-09-2013,20:30:41
3881,30-09-2013,20:30:41
3882,30-09-2013,20:30:41
3883,30-09-2013,20:30:42
3884,30-09-2013,20:30:42
3885,30-09-2013,20:30:42
3886,30-09-2013,20:30:42
3887,30-09-2013,20:30:43
3888,30-09-2013,20:30:43
3889,30-09-2013,20:30:43
3890,30-09-2013,20:30:43
3891,30-09-2013,20:30:43
3892,30-09-2013,20:30:43
3893,30-09-2013,20:30:44
3894,30-09-2013,20:30:48
3895,30-09-2013,20:30:53
3896,30-09-2013,20:30:54
3897,30-09-2013,20:30:54
3898,30-09-2013,20:30:55
3899,30-09-2013,20:30:55
3900,30-09-2013,20:30:55
3901,30-09-2013,20:30:55
3902,30-09-2013,20:30:56
3903,30-09-2013,20:30:56
3904,30-09-2013,20:30:56
3905,30-09-2013,20:30:56
3906,30-09-2013,20:30:56
3907,30-09-2013,20:30:57
3908,30-09-2013,20:30:57
3909,30-09-2013,20:30:57
3910,30-09-2013,20:30:57
3911,30-09-2013,20:30:58
3912,30-09-2013,20:30:58
3913,30-09-2013,20:30:59
3914,30-09-2013,20:30:59
3915,30-09-2013,20:30:59
3916,30-09-2013,20:31:00
3917,30-09-2013,20:31:00
3918,30-09-2013,20:31:00
3919,30-09-2013,20:31:00
3920,30-09-2013,20:31:02
3921,30-09-2013,20:31:06
3922,30-09-2013,20:31:10
3923,30-09-2013,20:31:10
3924,30-09-2013,20:31:11
3925,30-09-2013,20:31:11
3926,30-09-2013,20:31:11
3927,30-09-2013,20:31:12
3928,30-09-2013,20:31:12
3929,30-09-2013,20:31:12
3930,30-09-2013,20:31:12
3931,30-09-2013,20:31:13
3932,30-09-2013,20:31:13
3933,30-09-2013,20:31:13
3934,30-09-2013,20:31:14
3935,30-09-2013,20:31:14
3936,30-09-2013,20:31:14
3937,30-09-2013,20:31:14
3938,30-09-2013,20:31:14
3939,30-09-2013,20:31:15
3940,30-09-2013,20:31:15
3941,30-09-2013,20:31:15
3942,30-09-2013,20:31:15
3943,30-09-2013,20:31:15
3944,30-09-2013,20:31:16
3945,30-09-2013,20:31:19
3946,30-09-2013,20:31:25
3947,30-09-2013,20:31:25
3948,30-09-2013,20:31:26
3949,30-09-2013,20:31:26
3950,30-09-2013,20:31:27
3951,30-09-2013,20:31:27
3952,30-09-2013,20:31:27
3953,30-09-2013,20:31:27
3954,30-09-2013,20:31:28
3955,30-09-2013,20:31:28
3956,30-09-2013,20:31:28
3957,30-09-2013,20:31:28
3958,30-09-2013,20:31:29
3959,30-09-2013,20:31:29
3960,30-09-2013,20:31:29
3961,30-09-2013,20:31:30
3962,30-09-2013,20:31:30
3963,30-09-2013,20:31:30
3964,30-09-2013,20:31:30
3965,30-09-2013,20:31:31
3966,30-09-2013,20:31:31
3967,30-09-2013,20:31:33
3968,30-09-2013,20:31:38
3969,30-09-2013,20:31:41
3970,30-09-2013,20:31:41
3971,30-09-2013,20:31:42
3972,30-09-2013,20:31:42
3973,30-09-2013,20:31:42
3974,30-09-2013,20:31:42
3975,30-09-2013,20:31:43
3976,30-09-2013,20:31:43
3977,30-09-2013,20:31:43
3978,30-09-2013,20:31:43
3979,30-09-2013,20:31:44
3980,30-09-2013,20:31:44
3981,30-09-2013,20:31:44
3982,30-09-2013,20:31:44
3983,30-09-2013,20:31:44
3984,30-09-2013,20:31:45
3985,30-09-2013,20:31:45
3986,30-09-2013,20:31:45
3987,30-09-2013,20:31:45
3988,30-09-2013,20:31:45
3989,30-09-2013,20:31:46
3990,30-09-2013,20:31:46
3991,30-09-2013,20:31:46
3992,30-09-2013,20:31:49
3993,30-09-2013,20:31:54
3994,30-09-2013,20:31:55
3995,30-09-2013,20:31:56
3996,30-09-2013,20:31:56
3997,30-09-2013,20:31:57
3998,30-09-2013,20:31:57
3999,30-09-2013,20:31:57
4000,30-09-2013,20:31:57
4001,30-09-2013,20:31:57
4002,30-09-2013,20:31:58
4003,30-09-2013,20:31:58
4004,30-09-2013,20:31:59
4005,30-09-2013,20:31:59
4006,30-09-2013,20:31:59
4007,30-09-2013,20:31:59
4008,30-09-2013,20:31:59
4009,30-09-2013,20:31:59
4010,30-09-2013,20:32:00
4011,30-09-2013,20:32:00
4012,30-09-2013,20:32:00
4013,30-09-2013,20:32:00
4014,30-09-2013,20:32:00
4015,30-09-2013,20:32:01
4016,30-09-2013,20:32:01
4017,30-09-2013,20:32:01
4018,30-09-2013,20:32:01
4019,30-09-2013,20:32:01
4020,30-09-2013,20:32:05
4021,30-09-2013,20:32:10
4022,30-09-2013,20:32:11
4023,30-09-2013,20:32:12
4024,30-09-2013,20:32:12
4025,30-09-2013,20:32:12
4026,30-09-2013,20:32:12
4027,30-09-2013,20:32:13
4028,30-09-2013,20:32:13
4029,30-09-2013,20:32:13
4030,30-09-2013,20:32:13
4031,30-09-2013,20:32:15
4032,30-09-2013,20:32:15
4033,30-09-2013,20:32:15
4034,30-09-2013,20:32:16
4035,30-09-2013,20:32:16
4036,30-09-2013,20:32:16
4037,30-09-2013,20:32:16
4038,30-09-2013,20:32:16
4039,30-09-2013,20:32:16
4040,30-09-2013,20:32:17
4041,30-09-2013,20:32:17
4042,30-09-2013,20:32:17
4043,30-09-2013,20:32:17
4044,30-09-2013,20:32:17
4045,30-09-2013,20:32:18
4046,30-09-2013,20:32:22
4047,30-09-2013,20:32:27
4048,30-09-2013,20:32:27
4049,30-09-2013,20:32:29
4050,30-09-2013,20:32:29
4051,30-09-2013,20:32:29
4052,30-09-2013,20:32:29
4053,30-09-2013,20:32:29
4054,30-09-2013,20:32:29
4055,30-09-2013,20:32:30
4056,30-09-2013,20:32:31
4057,30-09-2013,20:32:32
4058,30-09-2013,20:32:33
4059,30-09-2013,20:32:33
4060,30-09-2013,20:32:33
4061,30-09-2013,20:32:33
4062,30-09-2013,20:32:34
4063,30-09-2013,20:32:34
4064,30-09-2013,20:32:38
4065,30-09-2013,20:32:43
4066,30-09-2013,20:32:44
4067,30-09-2013,20:32:44
4068,30-09-2013,20:32:45
4069,30-09-2013,20:32:45
4070,30-09-2013,20:32:45
4071,30-09-2013,20:32:45
4072,30-09-2013,20:32:46
4073,30-09-2013,20:32:46
4074,30-09-2013,20:32:46
4075,30-09-2013,20:32:46
4076,30-09-2013,20:32:47
4077,30-09-2013,20:32:47
4078,30-09-2013,20:32:47
4079,30-09-2013,20:32:47
4080,30-09-2013,20:32:48
4081,30-09-2013,20:32:48
4082,30-09-2013,20:32:49
4083,30-09-2013,20:32:49
4084,30-09-2013,20:32:49
4085,30-09-2013,20:32:49
4086,30-09-2013,20:32:49
4087,30-09-2013,20:32:50
4088,30-09-2013,20:32:50
4089,30-09-2013,20:32:50
4090,30-09-2013,20:32:50
4091,30-09-2013,20:32:50
4092,30-09-2013,20:32:54
4093,30-09-2013,20:32:59
4094,30-09-2013,20:33:00
4095,30-09-2013,20:33:01
4096,30-09-2013,20:33:01
4097,30-09-2013,20:33:01
4098,30-09-2013,20:33:01
4099,30-09-2013,20:33:02
4100,30-09-2013,20:33:02
4101,30-09-2013,20:33:02
4102,30-09-2013,20:33:02
4103,30-09-2013,20:33:03
4104,30-09-2013,20:33:03
4105,30-09-2013,20:33:03
4106,30-09-2013,20:33:03
4107,30-09-2013,20:33:04
4108,30-09-2013,20:33:04
4109,30-09-2013,20:33:04
4110,30-09-2013,20:33:04
4111,30-09-2013,20:33:04
4112,30-09-2013,20:33:05
4113,30-09-2013,20:33:05
4114,30-09-2013,20:33:05
4115,30-09-2013,20:33:05
4116,30-09-2013,20:33:05
4117,30-09-2013,20:33:06
4118,30-09-2013,20:33:06
4119,30-09-2013,20:33:06
4120,30-09-2013,20:33:06
4121,30-09-2013,20:33:07
4122,30-09-2013,20:33:07
4123,30-09-2013,20:33:07
4124,30-09-2013,20:33:07
4125,30-09-2013,20:33:07
4126,30-09-2013,20:33:10
4127,30-09-2013,20:33:16
4128,30-09-2013,20:33:17
4129,30-09-2013,20:33:17
4130,30-09-2013,20:33:18
4131,30-09-2013,20:33:18
4132,30-09-2013,20:33:18
4133,30-09-2013,20:33:18
4134,30-09-2013,20:33:19
4135,30-09-2013,20:33:19
4136,30-09-2013,20:33:19
4137,30-09-2013,20:33:19
4138,30-09-2013,20:33:20
4139,30-09-2013,20:33:20
4140,30-09-2013,20:33:20
4141,30-09-2013,20:33:20
4142,30-09-2013,20:33:20
4143,30-09-2013,20:33:21
4144,30-09-2013,20:33:21
4145,30-09-2013,20:33:21
4146,30-09-2013,20:33:21
4147,30-09-2013,20:33:21
4148,30-09-2013,20:33:22
4149,30-09-2013,20:33:22
4150,30-09-2013,20:33:22
4151,30-09-2013,20:33:22
4152,30-09-2013,20:33:22
4153,30-09-2013,20:33:22
4154,30-09-2013,20:33:23
4155,30-09-2013,20:33:23
4156,30-09-2013,20:33:25
4157,30-09-2013,20:33:31
4158,30-09-2013,20:33:33
4159,30-09-2013,20:33:33
4160,30-09-2013,20:33:34
4161,30-09-2013,20:33:34
4162,30-09-2013,20:33:34
4163,30-09-2013,20:33:34
4164,30-09-2013,20:33:34
4165,30-09-2013,20:33:35
4166,30-09-2013,20:33:35
4167,30-09-2013,20:33:35
4168,30-09-2013,20:33:36
4169,30-09-2013,20:33:36
4170,30-09-2013,20:33:36
4171,30-09-2013,20:33:36
4172,30-09-2013,20:33:37
4173,30-09-2013,20:33:37
4174,30-09-2013,20:33:37
4175,30-09-2013,20:33:37
4176,30-09-2013,20:33:38
4177,30-09-2013,20:33:38
4178,30-09-2013,20:33:38
4179,30-09-2013,20:33:38
4180,30-09-2013,20:33:39
4181,30-09-2013,20:33:39
4182,30-09-2013,20:33:39
4183,30-09-2013,20:33:40
4184,30-09-2013,20:33:44
4185,30-09-2013,20:33:48
4186,30-09-2013,20:33:49
4187,30-09-2013,20:33:49
4188,30-09-2013,20:33:50
4189,30-09-2013,20:33:50
4190,30-09-2013,20:33:50
4191,30-09-2013,20:33:50
4192,30-09-2013,20:33:51
4193,30-09-2013,20:33:52
4194,30-09-2013,20:33:52
4195,30-09-2013,20:33:52
4196,30-09-2013,20:33:52
4197,30-09-2013,20:33:52
4198,30-09-2013,20:33:53
4199,30-09-2013,20:33:53
4200,30-09-2013,20:33:53
4201,30-09-2013,20:33:53
4202,30-09-2013,20:33:53
4203,30-09-2013,20:33:54
4204,30-09-2013,20:33:54
4205,30-09-2013,20:33:54
4206,30-09-2013,20:33:54
4207,30-09-2013,20:33:54
4208,30-09-2013,20:33:55
4209,30-09-2013,20:33:55
4210,30-09-2013,20:33:55
4211,30-09-2013,20:33:55
4212,30-09-2013,20:33:56
4213,30-09-2013,20:33:56
4214,30-09-2013,20:34:00
4215,30-09-2013,20:34:05
4216,30-09-2013,20:34:06
4217,30-09-2013,20:34:06
4218,30-09-2013,20:34:07
4219,30-09-2013,20:34:07
4220,30-09-2013,20:34:07
4221,30-09-2013,20:34:07
4222,30-09-2013,20:34:07
4223,30-09-2013,20:34:08
4224,30-09-2013,20:34:08
4225,30-09-2013,20:34:08
4226,30-09-2013,20:34:08
4227,30-09-2013,20:34:08
4228,30-09-2013,20:34:09
4229,30-09-2013,20:34:09
4230,30-09-2013,20:34:09
4231,30-09-2013,20:34:10
4232,30-09-2013,20:34:10
4233,30-09-2013,20:34:10
4234,30-09-2013,20:34:10
4235,30-09-2013,20:34:10
4236,30-09-2013,20:34:11
4237,30-09-2013,20:34:11
4238,30-09-2013,20:34:11
4239,30-09-2013,20:34:11
4240,30-09-2013,20:34:11
4241,30-09-2013,20:34:11
4242,30-09-2013,20:34:12
4243,30-09-2013,20:34:12
4244,30-09-2013,20:34:12
4245,30-09-2013,20:34:14
4246,30-09-2013,20:34:18
4247,30-09-2013,20:34:21
4248,30-09-2013,20:34:22
4249,30-09-2013,20:34:22
4250,30-09-2013,20:34:23
4251,30-09-2013,20:34:23
4252,30-09-2013,20:34:23
4253,30-09-2013,20:34:23
4254,30-09-2013,20:34:24
4255,30-09-2013,20:34:24
4256,30-09-2013,20:34:24
4257,30-09-2013,20:34:24
4258,30-09-2013,20:34:24
4259,30-09-2013,20:34:24
4260,30-09-2013,20:34:25
4261,30-09-2013,20:34:25
4262,30-09-2013,20:34:25
4263,30-09-2013,20:34:26
4264,30-09-2013,20:34:26
4265,30-09-2013,20:34:26
4266,30-09-2013,20:34:26
4267,30-09-2013,20:34:26
4268,30-09-2013,20:34:27
4269,30-09-2013,20:34:27
4270,30-09-2013,20:34:27
4271,30-09-2013,20:34:28
4272,30-09-2013,20:34:28
4273,30-09-2013,20:34:28
4274,30-09-2013,20:34:28
4275,30-09-2013,20:34:32
4276,30-09-2013,20:34:37
4277,30-09-2013,20:34:38
4278,30-09-2013,20:34:38
4279,30-09-2013,20:34:39
4280,30-09-2013,20:34:41
4281,30-09-2013,20:34:42
4282,30-09-2013,20:34:42
4283,30-09-2013,20:34:42
4284,30-09-2013,20:34:42
4285,30-09-2013,20:34:43
4286,30-09-2013,20:34:43
4287,30-09-2013,20:34:43
4288,30-09-2013,20:34:43
4289,30-09-2013,20:34:44
4290,30-09-2013,20:34:44
4291,30-09-2013,20:34:44
4292,30-09-2013,20:34:44
4293,30-09-2013,20:34:44
4294,30-09-2013,20:34:46
4295,30-09-2013,20:34:52
4296,30-09-2013,20:34:54
4297,30-09-2013,20:34:55
4298,30-09-2013,20:34:55
4299,30-09-2013,20:34:55
4300,30-09-2013,20:34:55
4301,30-09-2013,20:34:56
4302,30-09-2013,20:34:56
4303,30-09-2013,20:34:56
4304,30-09-2013,20:34:56
4305,30-09-2013,20:34:57
4306,30-09-2013,20:34:57
4307,30-09-2013,20:34:57
4308,30-09-2013,20:34:57
4309,30-09-2013,20:34:57
4310,30-09-2013,20:34:58
4311,30-09-2013,20:34:58
4312,30-09-2013,20:34:58
4313,30-09-2013,20:34:58
4314,30-09-2013,20:34:59
4315,30-09-2013,20:34:59
4316,30-09-2013,20:34:59
4317,30-09-2013,20:34:59
4318,30-09-2013,20:35:00
4319,30-09-2013,20:35:00
4320,30-09-2013,20:35:00
4321,30-09-2013,20:35:04
4322,30-09-2013,20:35:09
4323,30-09-2013,20:35:10
4324,30-09-2013,20:35:10
4325,30-09-2013,20:35:11
4326,30-09-2013,20:35:11
4327,30-09-2013,20:35:11
4328,30-09-2013,20:35:11
4329,30-09-2013,20:35:11
4330,30-09-2013,20:35:11
4331,30-09-2013,20:35:12
4332,30-09-2013,20:35:12
4333,30-09-2013,20:35:12
4334,30-09-2013,20:35:12
4335,30-09-2013,20:35:13
4336,30-09-2013,20:35:13
4337,30-09-2013,20:35:14
4338,30-09-2013,20:35:14
4339,30-09-2013,20:35:14
4340,30-09-2013,20:35:15
4341,30-09-2013,20:35:15
4342,30-09-2013,20:35:15
4343,30-09-2013,20:35:15
4344,30-09-2013,20:35:15
4345,30-09-2013,20:35:16
4346,30-09-2013,20:35:16
4347,30-09-2013,20:35:16
4348,30-09-2013,20:35:16
4349,30-09-2013,20:35:18
4350,30-09-2013,20:35:24
4351,30-09-2013,20:35:25
4352,30-09-2013,20:35:26
4353,30-09-2013,20:35:26
4354,30-09-2013,20:35:27
4355,30-09-2013,20:35:27
4356,30-09-2013,20:35:27
4357,30-09-2013,20:35:27
4358,30-09-2013,20:35:28
4359,30-09-2013,20:35:28
4360,30-09-2013,20:35:28
4361,30-09-2013,20:35:28
4362,30-09-2013,20:35:28
4363,30-09-2013,20:35:29
4364,30-09-2013,20:35:29
4365,30-09-2013,20:35:30
4366,30-09-2013,20:35:30
4367,30-09-2013,20:35:30
4368,30-09-2013,20:35:30
4369,30-09-2013,20:35:30
4370,30-09-2013,20:35:30
4371,30-09-2013,20:35:31
4372,30-09-2013,20:35:31
4373,30-09-2013,20:35:32
4374,30-09-2013,20:35:32
4375,30-09-2013,20:35:32
4376,30-09-2013,20:35:33
4377,30-09-2013,20:35:33
4378,30-09-2013,20:35:33
4379,30-09-2013,20:35:33
4380,30-09-2013,20:35:34
4381,30-09-2013,20:35:37
4382,30-09-2013,20:35:43
4383,30-09-2013,20:35:43
4384,30-09-2013,20:35:44
4385,30-09-2013,20:35:44
4386,30-09-2013,20:35:45
4387,30-09-2013,20:35:45
4388,30-09-2013,20:35:45
4389,30-09-2013,20:35:45
4390,30-09-2013,20:35:45
4391,30-09-2013,20:35:46
4392,30-09-2013,20:35:46
4393,30-09-2013,20:35:47
4394,30-09-2013,20:35:47
4395,30-09-2013,20:35:48
4396,30-09-2013,20:35:48
4397,30-09-2013,20:35:49
4398,30-09-2013,20:35:49
4399,30-09-2013,20:35:49
4400,30-09-2013,20:35:49
4401,30-09-2013,20:35:50
4402,30-09-2013,20:35:50
4403,30-09-2013,20:35:50
4404,30-09-2013,20:35:50
4405,30-09-2013,20:35:54
4406,30-09-2013,20:35:59
4407,30-09-2013,20:36:00
4408,30-09-2013,20:36:00
4409,30-09-2013,20:36:01
4410,30-09-2013,20:36:01
4411,30-09-2013,20:36:01
4412,30-09-2013,20:36:01
4413,30-09-2013,20:36:02
4414,30-09-2013,20:36:02
4415,30-09-2013,20:36:02
4416,30-09-2013,20:36:02
4417,30-09-2013,20:36:03
4418,30-09-2013,20:36:03
4419,30-09-2013,20:36:03
4420,30-09-2013,20:36:03
4421,30-09-2013,20:36:04
4422,30-09-2013,20:36:04
4423,30-09-2013,20:36:04
4424,30-09-2013,20:36:04
4425,30-09-2013,20:36:05
4426,30-09-2013,20:36:05
4427,30-09-2013,20:36:05
4428,30-09-2013,20:36:05
4429,30-09-2013,20:36:05
4430,30-09-2013,20:36:06
4431,30-09-2013,20:36:06
4432,30-09-2013,20:36:06
4433,30-09-2013,20:36:06
4434,30-09-2013,20:36:06
4435,30-09-2013,20:36:06
4436,30-09-2013,20:36:07
4437,30-09-2013,20:36:10
4438,30-09-2013,20:36:15
4439,30-09-2013,20:36:16
4440,30-09-2013,20:36:17
4441,30-09-2013,20:36:17
4442,30-09-2013,20:36:17
4443,30-09-2013,20:36:18
4444,30-09-2013,20:36:18
4445,30-09-2013,20:36:18
4446,30-09-2013,20:36:18
4447,30-09-2013,20:36:18
4448,30-09-2013,20:36:18
4449,30-09-2013,20:36:19
4450,30-09-2013,20:36:19
4451,30-09-2013,20:36:19
4452,30-09-2013,20:36:20
4453,30-09-2013,20:36:20
4454,30-09-2013,20:36:20
4455,30-09-2013,20:36:20
4456,30-09-2013,20:36:21
4457,30-09-2013,20:36:21
4458,30-09-2013,20:36:21
4459,30-09-2013,20:36:21
4460,30-09-2013,20:36:21
4461,30-09-2013,20:36:22
4462,30-09-2013,20:36:22
4463,30-09-2013,20:36:23
4464,30-09-2013,20:36:23
4465,30-09-2013,20:36:26
4466,30-09-2013,20:36:32
4467,30-09-2013,20:36:33
4468,30-09-2013,20:36:33
4469,30-09-2013,20:36:34
4470,30-09-2013,20:36:34
4471,30-09-2013,20:36:34
4472,30-09-2013,20:36:35
4473,30-09-2013,20:36:35
4474,30-09-2013,20:36:35
4475,30-09-2013,20:36:35
4476,30-09-2013,20:36:35
4477,30-09-2013,20:36:36
4478,30-09-2013,20:36:36
4479,30-09-2013,20:36:36
4480,30-09-2013,20:36:36
4481,30-09-2013,20:36:36
4482,30-09-2013,20:36:37
4483,30-09-2013,20:36:37
4484,30-09-2013,20:36:37
4485,30-09-2013,20:36:37
4486,30-09-2013,20:36:38
4487,30-09-2013,20:36:41
4488,30-09-2013,20:36:46
4489,30-09-2013,20:36:47
4490,30-09-2013,20:36:48
4491,30-09-2013,20:36:48
4492,30-09-2013,20:36:48
4493,30-09-2013,20:36:49
4494,30-09-2013,20:36:49
4495,30-09-2013,20:36:49
4496,30-09-2013,20:36:49
4497,30-09-2013,20:36:49
4498,30-09-2013,20:36:50
4499,30-09-2013,20:36:50
4500,30-09-2013,20:36:51
4501,30-09-2013,20:36:51
4502,30-09-2013,20:36:51
4503,30-09-2013,20:36:52
4504,30-09-2013,20:36:52
4505,30-09-2013,20:36:52
4506,30-09-2013,20:36:52
4507,30-09-2013,20:36:52
4508,30-09-2013,20:36:53
4509,30-09-2013,20:36:53
