nMsg,Date,Time
7628,30-09-2013,21:08:13
7629,30-09-2013,21:08:13
7630,30-09-2013,21:08:14
7631,30-09-2013,21:08:14
7632,30-09-2013,21:08:14
7633,30-09-2013,21:08:14
7634,30-09-2013,21:08:15
7635,30-09-2013,21:08:15
7636,30-09-2013,21:08:15
7637,30-09-2013,21:08:15
7638,30-09-2013,21:08:16
7639,30-09-2013,21:08:20
7640,30-09-2013,21:08:24
7641,30-09-2013,21:08:25
7642,30-09-2013,21:08:26
7643,30-09-2013,21:08:26
7644,30-09-2013,21:08:26
7645,30-09-2013,21:08:27
7646,30-09-2013,21:08:27
7647,30-09-2013,21:08:27
7648,30-09-2013,21:08:27
7649,30-09-2013,21:08:27
7650,30-09-2013,21:08:27
7651,30-09-2013,21:08:28
7652,30-09-2013,21:08:28
7653,30-09-2013,21:08:28
7654,30-09-2013,21:08:29
7655,30-09-2013,21:08:29
7656,30-09-2013,21:08:29
7657,30-09-2013,21:08:30
7658,30-09-2013,21:08:30
7659,30-09-2013,21:08:30
7660,30-09-2013,21:08:30
7661,30-09-2013,21:08:30
7662,30-09-2013,21:08:31
7663,30-09-2013,21:08:31
7664,30-09-2013,21:08:31
7665,30-09-2013,21:08:31
7666,30-09-2013,21:08:32
7667,30-09-2013,21:08:35
7668,30-09-2013,21:08:40
7669,30-09-2013,21:08:41
7670,30-09-2013,21:08:41
7671,30-09-2013,21:08:42
7672,30-09-2013,21:08:42
7673,30-09-2013,21:08:42
7674,30-09-2013,21:08:42
7675,30-09-2013,21:08:43
7676,30-09-2013,21:08:46
7677,30-09-2013,21:08:46
7678,30-09-2013,21:08:47
7679,30-09-2013,21:08:47
7680,30-09-2013,21:08:47
7681,30-09-2013,21:08:47
7682,30-09-2013,21:08:48
7683,30-09-2013,21:08:51
7684,30-09-2013,21:08:56
7685,30-09-2013,21:08:57
7686,30-09-2013,21:08:57
7687,30-09-2013,21:08:58
7688,30-09-2013,21:08:58
7689,30-09-2013,21:08:58
7690,30-09-2013,21:08:59
7691,30-09-2013,21:08:59
7692,30-09-2013,21:08:59
7693,30-09-2013,21:08:59
7694,30-09-2013,21:08:59
7695,30-09-2013,21:09:00
7696,30-09-2013,21:09:00
7697,30-09-2013,21:09:00
7698,30-09-2013,21:09:00
7699,30-09-2013,21:09:01
7700,30-09-2013,21:09:01
7701,30-09-2013,21:09:01
7702,30-09-2013,21:09:01
7703,30-09-2013,21:09:02
7704,30-09-2013,21:09:02
7705,30-09-2013,21:09:02
7706,30-09-2013,21:09:02
7707,30-09-2013,21:09:02
7708,30-09-2013,21:09:03
7709,30-09-2013,21:09:03
7710,30-09-2013,21:09:03
7711,30-09-2013,21:09:03
7712,30-09-2013,21:09:03
7713,30-09-2013,21:09:04
7714,30-09-2013,21:09:05
7715,30-09-2013,21:09:08
7716,30-09-2013,21:09:13
7717,30-09-2013,21:09:13
7718,30-09-2013,21:09:14
7719,30-09-2013,21:09:14
7720,30-09-2013,21:09:14
7721,30-09-2013,21:09:15
7722,30-09-2013,21:09:15
7723,30-09-2013,21:09:15
7724,30-09-2013,21:09:15
7725,30-09-2013,21:09:16
7726,30-09-2013,21:09:16
7727,30-09-2013,21:09:16
7728,30-09-2013,21:09:16
7729,30-09-2013,21:09:17
7730,30-09-2013,21:09:17
7731,30-09-2013,21:09:17
7732,30-09-2013,21:09:17
7733,30-09-2013,21:09:17
7734,30-09-2013,21:09:18
7735,30-09-2013,21:09:18
7736,30-09-2013,21:09:18
7737,30-09-2013,21:09:18
7738,30-09-2013,21:09:19
7739,30-09-2013,21:09:22
7740,30-09-2013,21:09:28
7741,30-09-2013,21:09:29
7742,30-09-2013,21:09:31
7743,30-09-2013,21:09:31
7744,30-09-2013,21:09:32
7745,30-09-2013,21:09:32
7746,30-09-2013,21:09:32
7747,30-09-2013,21:09:32
7748,30-09-2013,21:09:32
7749,30-09-2013,21:09:33
7750,30-09-2013,21:09:33
7751,30-09-2013,21:09:33
7752,30-09-2013,21:09:33
7753,30-09-2013,21:09:34
7754,30-09-2013,21:09:34
7755,30-09-2013,21:09:36
7756,30-09-2013,21:09:39
7757,30-09-2013,21:09:43
7758,30-09-2013,21:09:43
7759,30-09-2013,21:09:44
7760,30-09-2013,21:09:44
7761,30-09-2013,21:09:44
7762,30-09-2013,21:09:45
7763,30-09-2013,21:09:45
7764,30-09-2013,21:09:45
7765,30-09-2013,21:09:45
7766,30-09-2013,21:09:46
7767,30-09-2013,21:09:46
7768,30-09-2013,21:09:46
7769,30-09-2013,21:09:46
7770,30-09-2013,21:09:47
7771,30-09-2013,21:09:47
7772,30-09-2013,21:09:47
7773,30-09-2013,21:09:47
7774,30-09-2013,21:09:48
7775,30-09-2013,21:09:48
7776,30-09-2013,21:09:48
7777,30-09-2013,21:09:48
7778,30-09-2013,21:09:48
7779,30-09-2013,21:09:48
7780,30-09-2013,21:09:49
7781,30-09-2013,21:09:49
7782,30-09-2013,21:09:49
7783,30-09-2013,21:09:49
7784,30-09-2013,21:09:50
7785,30-09-2013,21:09:50
7786,30-09-2013,21:09:50
7787,30-09-2013,21:09:51
7788,30-09-2013,21:09:54
7789,30-09-2013,21:10:00
7790,30-09-2013,21:10:00
7791,30-09-2013,21:10:01
7792,30-09-2013,21:10:01
7793,30-09-2013,21:10:01
7794,30-09-2013,21:10:01
7795,30-09-2013,21:10:01
7796,30-09-2013,21:10:02
7797,30-09-2013,21:10:02
7798,30-09-2013,21:10:02
7799,30-09-2013,21:10:02
7800,30-09-2013,21:10:02
7801,30-09-2013,21:10:03
7802,30-09-2013,21:10:03
7803,30-09-2013,21:10:03
7804,30-09-2013,21:10:04
7805,30-09-2013,21:10:04
7806,30-09-2013,21:10:04
7807,30-09-2013,21:10:04
7808,30-09-2013,21:10:04
7809,30-09-2013,21:10:04
7810,30-09-2013,21:10:05
7811,30-09-2013,21:10:05
7812,30-09-2013,21:10:05
7813,30-09-2013,21:10:05
7814,30-09-2013,21:10:05
7815,30-09-2013,21:10:06
7816,30-09-2013,21:10:10
7817,30-09-2013,21:10:15
7818,30-09-2013,21:10:15
7819,30-09-2013,21:10:16
7820,30-09-2013,21:10:17
7821,30-09-2013,21:10:17
7822,30-09-2013,21:10:17
7823,30-09-2013,21:10:17
7824,30-09-2013,21:10:17
7825,30-09-2013,21:10:18
7826,30-09-2013,21:10:18
7827,30-09-2013,21:10:18
7828,30-09-2013,21:10:18
7829,30-09-2013,21:10:18
7830,30-09-2013,21:10:19
7831,30-09-2013,21:10:19
7832,30-09-2013,21:10:19
7833,30-09-2013,21:10:20
7834,30-09-2013,21:10:20
7835,30-09-2013,21:10:20
7836,30-09-2013,21:10:20
7837,30-09-2013,21:10:20
7838,30-09-2013,21:10:21
7839,30-09-2013,21:10:21
7840,30-09-2013,21:10:21
7841,30-09-2013,21:10:23
7842,30-09-2013,21:10:26
7843,30-09-2013,21:10:31
7844,30-09-2013,21:10:32
7845,30-09-2013,21:10:32
7846,30-09-2013,21:10:32
7847,30-09-2013,21:10:32
7848,30-09-2013,21:10:33
7849,30-09-2013,21:10:33
7850,30-09-2013,21:10:33
7851,30-09-2013,21:10:33
7852,30-09-2013,21:10:34
7853,30-09-2013,21:10:36
7854,30-09-2013,21:10:36
7855,30-09-2013,21:10:37
7856,30-09-2013,21:10:37
7857,30-09-2013,21:10:37
7858,30-09-2013,21:10:37
7859,30-09-2013,21:10:38
7860,30-09-2013,21:10:38
7861,30-09-2013,21:10:39
7862,30-09-2013,21:10:42
7863,30-09-2013,21:10:47
7864,30-09-2013,21:10:47
7865,30-09-2013,21:10:48
7866,30-09-2013,21:10:48
7867,30-09-2013,21:10:49
7868,30-09-2013,21:10:49
7869,30-09-2013,21:10:49
7870,30-09-2013,21:10:49
7871,30-09-2013,21:10:49
7872,30-09-2013,21:10:50
7873,30-09-2013,21:10:50
7874,30-09-2013,21:10:50
7875,30-09-2013,21:10:50
7876,30-09-2013,21:10:50
7877,30-09-2013,21:10:51
7878,30-09-2013,21:10:51
7879,30-09-2013,21:10:51
7880,30-09-2013,21:10:51
7881,30-09-2013,21:10:51
7882,30-09-2013,21:10:52
7883,30-09-2013,21:10:52
7884,30-09-2013,21:10:52
7885,30-09-2013,21:10:53
7886,30-09-2013,21:10:56
7887,30-09-2013,21:11:02
7888,30-09-2013,21:11:02
7889,30-09-2013,21:11:03
7890,30-09-2013,21:11:05
7891,30-09-2013,21:11:07
7892,30-09-2013,21:11:07
7893,30-09-2013,21:11:07
7894,30-09-2013,21:11:07
7895,30-09-2013,21:11:08
7896,30-09-2013,21:11:08
7897,30-09-2013,21:11:08
7898,30-09-2013,21:11:12
7899,30-09-2013,21:11:17
7900,30-09-2013,21:11:18
7901,30-09-2013,21:11:18
7902,30-09-2013,21:11:19
7903,30-09-2013,21:11:19
7904,30-09-2013,21:11:19
7905,30-09-2013,21:11:20
7906,30-09-2013,21:11:20
7907,30-09-2013,21:11:20
7908,30-09-2013,21:11:20
7909,30-09-2013,21:11:20
7910,30-09-2013,21:11:20
7911,30-09-2013,21:11:21
7912,30-09-2013,21:11:21
7913,30-09-2013,21:11:21
7914,30-09-2013,21:11:21
7915,30-09-2013,21:11:22
7916,30-09-2013,21:11:22
7917,30-09-2013,21:11:22
7918,30-09-2013,21:11:23
7919,30-09-2013,21:11:23
7920,30-09-2013,21:11:23
7921,30-09-2013,21:11:23
7922,30-09-2013,21:11:23
7923,30-09-2013,21:11:24
7924,30-09-2013,21:11:24
7925,30-09-2013,21:11:24
7926,30-09-2013,21:11:24
7927,30-09-2013,21:11:24
7928,30-09-2013,21:11:25
7929,30-09-2013,21:11:25
7930,30-09-2013,21:11:28
7931,30-09-2013,21:11:34
7932,30-09-2013,21:11:34
7933,30-09-2013,21:11:35
7934,30-09-2013,21:11:36
7935,30-09-2013,21:11:36
7936,30-09-2013,21:11:36
7937,30-09-2013,21:11:36
7938,30-09-2013,21:11:36
7939,30-09-2013,21:11:37
7940,30-09-2013,21:11:37
7941,30-09-2013,21:11:38
7942,30-09-2013,21:11:39
7943,30-09-2013,21:11:39
7944,30-09-2013,21:11:40
7945,30-09-2013,21:11:41
7946,30-09-2013,21:11:41
7947,30-09-2013,21:11:41
7948,30-09-2013,21:11:41
7949,30-09-2013,21:11:41
7950,30-09-2013,21:11:42
7951,30-09-2013,21:11:45
7952,30-09-2013,21:11:50
7953,30-09-2013,21:11:51
7954,30-09-2013,21:11:52
7955,30-09-2013,21:11:52
7956,30-09-2013,21:11:52
7957,30-09-2013,21:11:52
7958,30-09-2013,21:11:53
7959,30-09-2013,21:11:53
7960,30-09-2013,21:11:53
7961,30-09-2013,21:11:53
7962,30-09-2013,21:11:54
7963,30-09-2013,21:11:54
7964,30-09-2013,21:11:54
7965,30-09-2013,21:11:54
7966,30-09-2013,21:11:55
7967,30-09-2013,21:11:55
7968,30-09-2013,21:11:56
7969,30-09-2013,21:11:56
7970,30-09-2013,21:11:56
7971,30-09-2013,21:11:56
7972,30-09-2013,21:11:57
7973,30-09-2013,21:11:57
7974,30-09-2013,21:11:57
7975,30-09-2013,21:11:57
7976,30-09-2013,21:11:57
7977,30-09-2013,21:11:58
7978,30-09-2013,21:11:58
7979,30-09-2013,21:12:00
7980,30-09-2013,21:12:06
7981,30-09-2013,21:12:07
7982,30-09-2013,21:12:08
7983,30-09-2013,21:12:08
7984,30-09-2013,21:12:09
7985,30-09-2013,21:12:09
7986,30-09-2013,21:12:09
7987,30-09-2013,21:12:09
7988,30-09-2013,21:12:10
7989,30-09-2013,21:12:10
7990,30-09-2013,21:12:10
7991,30-09-2013,21:12:10
7992,30-09-2013,21:12:11
7993,30-09-2013,21:12:11
7994,30-09-2013,21:12:11
7995,30-09-2013,21:12:11
7996,30-09-2013,21:12:12
7997,30-09-2013,21:12:12
7998,30-09-2013,21:12:12
7999,30-09-2013,21:12:13
8000,30-09-2013,21:12:13
8001,30-09-2013,21:12:13
8002,30-09-2013,21:12:13
8003,30-09-2013,21:12:14
8004,30-09-2013,21:12:14
8005,30-09-2013,21:12:14
8006,30-09-2013,21:12:14
8007,30-09-2013,21:12:14
8008,30-09-2013,21:12:15
8009,30-09-2013,21:12:15
8010,30-09-2013,21:12:19
8011,30-09-2013,21:12:24
8012,30-09-2013,21:12:25
8013,30-09-2013,21:12:25
8014,30-09-2013,21:12:26
8015,30-09-2013,21:12:26
8016,30-09-2013,21:12:26
8017,30-09-2013,21:12:26
8018,30-09-2013,21:12:26
8019,30-09-2013,21:12:27
8020,30-09-2013,21:12:27
8021,30-09-2013,21:12:27
8022,30-09-2013,21:12:27
8023,30-09-2013,21:12:27
8024,30-09-2013,21:12:28
8025,30-09-2013,21:12:28
8026,30-09-2013,21:12:28
8027,30-09-2013,21:12:29
8028,30-09-2013,21:12:29
8029,30-09-2013,21:12:29
8030,30-09-2013,21:12:29
8031,30-09-2013,21:12:29
8032,30-09-2013,21:12:30
8033,30-09-2013,21:12:30
8034,30-09-2013,21:12:30
8035,30-09-2013,21:12:30
8036,30-09-2013,21:12:30
8037,30-09-2013,21:12:30
8038,30-09-2013,21:12:31
8039,30-09-2013,21:12:31
8040,30-09-2013,21:12:32
8041,30-09-2013,21:12:35
8042,30-09-2013,21:12:41
8043,30-09-2013,21:12:41
8044,30-09-2013,21:12:42
8045,30-09-2013,21:12:42
8046,30-09-2013,21:12:42
8047,30-09-2013,21:12:42
8048,30-09-2013,21:12:43
8049,30-09-2013,21:12:43
8050,30-09-2013,21:12:43
8051,30-09-2013,21:12:43
8052,30-09-2013,21:12:44
8053,30-09-2013,21:12:44
8054,30-09-2013,21:12:44
8055,30-09-2013,21:12:44
8056,30-09-2013,21:12:45
8057,30-09-2013,21:12:45
8058,30-09-2013,21:12:45
8059,30-09-2013,21:12:45
8060,30-09-2013,21:12:45
8061,30-09-2013,21:12:46
8062,30-09-2013,21:12:46
8063,30-09-2013,21:12:46
8064,30-09-2013,21:12:46
8065,30-09-2013,21:12:46
8066,30-09-2013,21:12:47
8067,30-09-2013,21:12:47
8068,30-09-2013,21:12:47
8069,30-09-2013,21:12:47
8070,30-09-2013,21:12:47
8071,30-09-2013,21:12:48
8072,30-09-2013,21:12:48
8073,30-09-2013,21:12:48
8074,30-09-2013,21:12:48
8075,30-09-2013,21:12:49
8076,30-09-2013,21:12:49
8077,30-09-2013,21:12:50
8078,30-09-2013,21:12:50
8079,30-09-2013,21:12:53
8080,30-09-2013,21:12:59
8081,30-09-2013,21:12:59
8082,30-09-2013,21:13:00
8083,30-09-2013,21:13:00
8084,30-09-2013,21:13:00
8085,30-09-2013,21:13:01
8086,30-09-2013,21:13:01
8087,30-09-2013,21:13:01
8088,30-09-2013,21:13:01
8089,30-09-2013,21:13:01
8090,30-09-2013,21:13:02
8091,30-09-2013,21:13:02
8092,30-09-2013,21:13:02
8093,30-09-2013,21:13:03
8094,30-09-2013,21:13:03
8095,30-09-2013,21:13:03
8096,30-09-2013,21:13:03
8097,30-09-2013,21:13:04
8098,30-09-2013,21:13:04
8099,30-09-2013,21:13:04
8100,30-09-2013,21:13:04
8101,30-09-2013,21:13:05
8102,30-09-2013,21:13:05
8103,30-09-2013,21:13:05
8104,30-09-2013,21:13:05
8105,30-09-2013,21:13:08
8106,30-09-2013,21:13:13
8107,30-09-2013,21:13:15
8108,30-09-2013,21:13:15
8109,30-09-2013,21:13:16
8110,30-09-2013,21:13:16
8111,30-09-2013,21:13:16
8112,30-09-2013,21:13:17
8113,30-09-2013,21:13:17
8114,30-09-2013,21:13:17
8115,30-09-2013,21:13:18
8116,30-09-2013,21:13:18
8117,30-09-2013,21:13:19
8118,30-09-2013,21:13:21
8119,30-09-2013,21:13:21
8120,30-09-2013,21:13:21
8121,30-09-2013,21:13:25
8122,30-09-2013,21:13:30
8123,30-09-2013,21:13:30
8124,30-09-2013,21:13:31
8125,30-09-2013,21:13:32
8126,30-09-2013,21:13:32
8127,30-09-2013,21:13:32
8128,30-09-2013,21:13:32
8129,30-09-2013,21:13:32
8130,30-09-2013,21:13:32
8131,30-09-2013,21:13:33
8132,30-09-2013,21:13:33
8133,30-09-2013,21:13:33
8134,30-09-2013,21:13:34
8135,30-09-2013,21:13:34
8136,30-09-2013,21:13:34
8137,30-09-2013,21:13:34
8138,30-09-2013,21:13:35
8139,30-09-2013,21:13:35
8140,30-09-2013,21:13:35
8141,30-09-2013,21:13:35
8142,30-09-2013,21:13:35
8143,30-09-2013,21:13:35
8144,30-09-2013,21:13:36
8145,30-09-2013,21:13:36
8146,30-09-2013,21:13:36
8147,30-09-2013,21:13:36
8148,30-09-2013,21:13:36
8149,30-09-2013,21:13:37
8150,30-09-2013,21:13:37
8151,30-09-2013,21:13:37
8152,30-09-2013,21:13:37
8153,30-09-2013,21:13:38
8154,30-09-2013,21:13:39
8155,30-09-2013,21:13:43
8156,30-09-2013,21:13:47
8157,30-09-2013,21:13:48
8158,30-09-2013,21:13:48
8159,30-09-2013,21:13:49
8160,30-09-2013,21:13:49
8161,30-09-2013,21:13:49
8162,30-09-2013,21:13:50
8163,30-09-2013,21:13:50
8164,30-09-2013,21:13:50
8165,30-09-2013,21:13:50
8166,30-09-2013,21:13:50
8167,30-09-2013,21:13:51
8168,30-09-2013,21:13:51
8169,30-09-2013,21:13:51
8170,30-09-2013,21:13:51
8171,30-09-2013,21:13:52
8172,30-09-2013,21:13:52
8173,30-09-2013,21:13:53
8174,30-09-2013,21:13:53
8175,30-09-2013,21:13:54
8176,30-09-2013,21:13:54
8177,30-09-2013,21:13:56
8178,30-09-2013,21:14:01
8179,30-09-2013,21:14:03
8180,30-09-2013,21:14:04
8181,30-09-2013,21:14:04
8182,30-09-2013,21:14:05
8183,30-09-2013,21:14:05
8184,30-09-2013,21:14:05
8185,30-09-2013,21:14:05
8186,30-09-2013,21:14:05
8187,30-09-2013,21:14:06
8188,30-09-2013,21:14:06
8189,30-09-2013,21:14:06
8190,30-09-2013,21:14:06
8191,30-09-2013,21:14:07
8192,30-09-2013,21:14:07
8193,30-09-2013,21:14:07
8194,30-09-2013,21:14:09
8195,30-09-2013,21:14:09
8196,30-09-2013,21:14:09
8197,30-09-2013,21:14:09
8198,30-09-2013,21:14:10
8199,30-09-2013,21:14:10
8200,30-09-2013,21:14:10
8201,30-09-2013,21:14:10
8202,30-09-2013,21:14:10
8203,30-09-2013,21:14:14
8204,30-09-2013,21:14:19
8205,30-09-2013,21:14:22
8206,30-09-2013,21:14:22
8207,30-09-2013,21:14:22
8208,30-09-2013,21:14:22
8209,30-09-2013,21:14:23
8210,30-09-2013,21:14:23
8211,30-09-2013,21:14:23
8212,30-09-2013,21:14:23
8213,30-09-2013,21:14:23
8214,30-09-2013,21:14:24
8215,30-09-2013,21:14:24
8216,30-09-2013,21:14:24
8217,30-09-2013,21:14:25
8218,30-09-2013,21:14:25
8219,30-09-2013,21:14:25
8220,30-09-2013,21:14:25
8221,30-09-2013,21:14:25
8222,30-09-2013,21:14:26
8223,30-09-2013,21:14:26
8224,30-09-2013,21:14:26
8225,30-09-2013,21:14:27
8226,30-09-2013,21:14:29
8227,30-09-2013,21:14:34
8228,30-09-2013,21:14:36
8229,30-09-2013,21:14:37
8230,30-09-2013,21:14:37
8231,30-09-2013,21:14:38
8232,30-09-2013,21:14:38
8233,30-09-2013,21:14:38
8234,30-09-2013,21:14:38
8235,30-09-2013,21:14:38
8236,30-09-2013,21:14:39
8237,30-09-2013,21:14:39
8238,30-09-2013,21:14:39
8239,30-09-2013,21:14:39
8240,30-09-2013,21:14:40
8241,30-09-2013,21:14:40
8242,30-09-2013,21:14:40
8243,30-09-2013,21:14:40
8244,30-09-2013,21:14:41
8245,30-09-2013,21:14:41
8246,30-09-2013,21:14:41
8247,30-09-2013,21:14:41
8248,30-09-2013,21:14:41
8249,30-09-2013,21:14:42
8250,30-09-2013,21:14:42
8251,30-09-2013,21:14:42
8252,30-09-2013,21:14:42
8253,30-09-2013,21:14:42
8254,30-09-2013,21:14:43
8255,30-09-2013,21:14:43
8256,30-09-2013,21:14:43
8257,30-09-2013,21:14:43
8258,30-09-2013,21:14:43
8259,30-09-2013,21:14:44
8260,30-09-2013,21:14:44
8261,30-09-2013,21:14:47
8262,30-09-2013,21:14:53
8263,30-09-2013,21:14:53
8264,30-09-2013,21:14:54
8265,30-09-2013,21:14:54
8266,30-09-2013,21:14:55
8267,30-09-2013,21:14:56
8268,30-09-2013,21:14:58
8269,30-09-2013,21:14:58
8270,30-09-2013,21:14:59
8271,30-09-2013,21:14:59
8272,30-09-2013,21:14:59
8273,30-09-2013,21:14:59
8274,30-09-2013,21:15:00
8275,30-09-2013,21:15:00
8276,30-09-2013,21:15:00
8277,30-09-2013,21:15:00
8278,30-09-2013,21:15:01
8279,30-09-2013,21:15:01
8280,30-09-2013,21:15:04
8281,30-09-2013,21:15:10
8282,30-09-2013,21:15:10
8283,30-09-2013,21:15:11
8284,30-09-2013,21:15:11
8285,30-09-2013,21:15:12
8286,30-09-2013,21:15:12
8287,30-09-2013,21:15:12
8288,30-09-2013,21:15:12
8289,30-09-2013,21:15:12
8290,30-09-2013,21:15:13
8291,30-09-2013,21:15:13
8292,30-09-2013,21:15:13
8293,30-09-2013,21:15:14
8294,30-09-2013,21:15:14
8295,30-09-2013,21:15:14
8296,30-09-2013,21:15:14
8297,30-09-2013,21:15:15
8298,30-09-2013,21:15:15
8299,30-09-2013,21:15:15
8300,30-09-2013,21:15:15
8301,30-09-2013,21:15:16
8302,30-09-2013,21:15:16
8303,30-09-2013,21:15:16
8304,30-09-2013,21:15:16
8305,30-09-2013,21:15:16
8306,30-09-2013,21:15:17
8307,30-09-2013,21:15:20
8308,30-09-2013,21:15:26
8309,30-09-2013,21:15:27
8310,30-09-2013,21:15:29
8311,30-09-2013,21:15:29
8312,30-09-2013,21:15:29
8313,30-09-2013,21:15:30
8314,30-09-2013,21:15:30
8315,30-09-2013,21:15:30
8316,30-09-2013,21:15:30
8317,30-09-2013,21:15:30
8318,30-09-2013,21:15:31
8319,30-09-2013,21:15:31
8320,30-09-2013,21:15:31
8321,30-09-2013,21:15:31
8322,30-09-2013,21:15:32
8323,30-09-2013,21:15:32
8324,30-09-2013,21:15:32
8325,30-09-2013,21:15:32
8326,30-09-2013,21:15:32
8327,30-09-2013,21:15:34
8328,30-09-2013,21:15:37
8329,30-09-2013,21:15:43
8330,30-09-2013,21:15:43
8331,30-09-2013,21:15:43
8332,30-09-2013,21:15:44
8333,30-09-2013,21:15:44
8334,30-09-2013,21:15:44
8335,30-09-2013,21:15:44
8336,30-09-2013,21:15:45
8337,30-09-2013,21:15:45
8338,30-09-2013,21:15:45
8339,30-09-2013,21:15:45
8340,30-09-2013,21:15:45
8341,30-09-2013,21:15:46
8342,30-09-2013,21:15:46
8343,30-09-2013,21:15:46
8344,30-09-2013,21:15:46
8345,30-09-2013,21:15:47
8346,30-09-2013,21:15:47
8347,30-09-2013,21:15:47
8348,30-09-2013,21:15:47
8349,30-09-2013,21:15:47
8350,30-09-2013,21:15:48
8351,30-09-2013,21:15:48
8352,30-09-2013,21:15:48
8353,30-09-2013,21:15:48
8354,30-09-2013,21:15:48
8355,30-09-2013,21:15:49
8356,30-09-2013,21:15:49
8357,30-09-2013,21:15:49
8358,30-09-2013,21:15:49
8359,30-09-2013,21:15:50
8360,30-09-2013,21:15:50
8361,30-09-2013,21:15:54
8362,30-09-2013,21:15:59
8363,30-09-2013,21:15:59
8364,30-09-2013,21:16:00
8365,30-09-2013,21:16:00
8366,30-09-2013,21:16:00
8367,30-09-2013,21:16:01
8368,30-09-2013,21:16:01
8369,30-09-2013,21:16:01
8370,30-09-2013,21:16:01
8371,30-09-2013,21:16:02
8372,30-09-2013,21:16:02
8373,30-09-2013,21:16:02
8374,30-09-2013,21:16:02
8375,30-09-2013,21:16:03
8376,30-09-2013,21:16:03
8377,30-09-2013,21:16:03
8378,30-09-2013,21:16:03
8379,30-09-2013,21:16:03
8380,30-09-2013,21:16:03
8381,30-09-2013,21:16:04
8382,30-09-2013,21:16:04
8383,30-09-2013,21:16:04
8384,30-09-2013,21:16:08
8385,30-09-2013,21:16:14
8386,30-09-2013,21:16:14
8387,30-09-2013,21:16:15
8388,30-09-2013,21:16:15
8389,30-09-2013,21:16:16
8390,30-09-2013,21:16:16
8391,30-09-2013,21:16:16
8392,30-09-2013,21:16:16
8393,30-09-2013,21:16:16
8394,30-09-2013,21:16:17
8395,30-09-2013,21:16:17
8396,30-09-2013,21:16:17
8397,30-09-2013,21:16:18
8398,30-09-2013,21:16:18
8399,30-09-2013,21:16:18
8400,30-09-2013,21:16:18
8401,30-09-2013,21:16:18
8402,30-09-2013,21:16:19
8403,30-09-2013,21:16:19
8404,30-09-2013,21:16:19
8405,30-09-2013,21:16:19
8406,30-09-2013,21:16:20
8407,30-09-2013,21:16:20
8408,30-09-2013,21:16:20
8409,30-09-2013,21:16:20
8410,30-09-2013,21:16:24
8411,30-09-2013,21:16:29
8412,30-09-2013,21:16:30
8413,30-09-2013,21:16:30
8414,30-09-2013,21:16:30
8415,30-09-2013,21:16:31
8416,30-09-2013,21:16:31
8417,30-09-2013,21:16:31
8418,30-09-2013,21:16:31
8419,30-09-2013,21:16:32
8420,30-09-2013,21:16:32
8421,30-09-2013,21:16:32
8422,30-09-2013,21:16:32
8423,30-09-2013,21:16:33
8424,30-09-2013,21:16:33
8425,30-09-2013,21:16:33
8426,30-09-2013,21:16:34
8427,30-09-2013,21:16:34
8428,30-09-2013,21:16:34
8429,30-09-2013,21:16:34
8430,30-09-2013,21:16:35
8431,30-09-2013,21:16:35
8432,30-09-2013,21:16:35
8433,30-09-2013,21:16:35
8434,30-09-2013,21:16:35
8435,30-09-2013,21:16:36
8436,30-09-2013,21:16:36
8437,30-09-2013,21:16:36
8438,30-09-2013,21:16:36
8439,30-09-2013,21:16:36
8440,30-09-2013,21:16:36
8441,30-09-2013,21:16:37
8442,30-09-2013,21:16:40
8443,30-09-2013,21:16:46
8444,30-09-2013,21:16:46
8445,30-09-2013,21:16:47
8446,30-09-2013,21:16:47
8447,30-09-2013,21:16:47
8448,30-09-2013,21:16:48
8449,30-09-2013,21:16:48
8450,30-09-2013,21:16:48
8451,30-09-2013,21:16:48
8452,30-09-2013,21:16:49
8453,30-09-2013,21:16:49
8454,30-09-2013,21:16:49
8455,30-09-2013,21:16:49
8456,30-09-2013,21:16:50
8457,30-09-2013,21:16:50
8458,30-09-2013,21:16:50
8459,30-09-2013,21:16:50
8460,30-09-2013,21:16:51
8461,30-09-2013,21:16:51
8462,30-09-2013,21:16:51
8463,30-09-2013,21:16:51
8464,30-09-2013,21:16:51
8465,30-09-2013,21:16:52
8466,30-09-2013,21:16:52
8467,30-09-2013,21:16:53
8468,30-09-2013,21:16:54
8469,30-09-2013,21:16:59
8470,30-09-2013,21:17:02
8471,30-09-2013,21:17:03
8472,30-09-2013,21:17:04
8473,30-09-2013,21:17:04
8474,30-09-2013,21:17:04
8475,30-09-2013,21:17:04
8476,30-09-2013,21:17:04
8477,30-09-2013,21:17:05
8478,30-09-2013,21:17:05
8479,30-09-2013,21:17:05
8480,30-09-2013,21:17:05
8481,30-09-2013,21:17:06
8482,30-09-2013,21:17:06
8483,30-09-2013,21:17:06
8484,30-09-2013,21:17:06
8485,30-09-2013,21:17:06
8486,30-09-2013,21:17:07
8487,30-09-2013,21:17:07
8488,30-09-2013,21:17:07
8489,30-09-2013,21:17:07
8490,30-09-2013,21:17:07
8491,30-09-2013,21:17:08
8492,30-09-2013,21:17:08
8493,30-09-2013,21:17:10
8494,30-09-2013,21:17:14
8495,30-09-2013,21:17:17
8496,30-09-2013,21:17:18
8497,30-09-2013,21:17:18
8498,30-09-2013,21:17:19
8499,30-09-2013,21:17:19
8500,30-09-2013,21:17:19
8501,30-09-2013,21:17:19
